Frame,Visibility,X,Y,Checked
1473,1,793,6,
1474,1,787,10,
1475,1,760,66,
1476,1,733,122,
1477,0,0,0,reject
1478,1,679,233,
1479,1,653,289,
1480,1,626,345,
1481,1,599,400,
1482,1,572,456,
1483,1,545,512,
1484,1,575,440,
1485,1,606,367,
1486,1,636,295,
1487,1,666,222,
1488,1,696,150,
1489,1,727,77,
1490,1,757,5,
1491,1,757,5,
1492,1,755,8,
1493,1,755,16,
1494,1,756,20,
1495,1,753,35,
1496,1,753,45,
1497,1,751,56,
1498,1,750,70,
1499,1,750,85,
1500,1,750,100,
1501,1,746,118,
1502,1,743,135,
1503,1,743,151,ok
1504,1,741,170,
1505,1,738,190,
1506,1,735,205,
1507,1,733,215,
1508,1,725,210,
1509,1,703,176,
1510,0,0,0,
1511,1,676,151,
1512,0,0,0,
1513,1,646,130,
1514,1,636,123,
1515,1,191,132,edit
1516,1,615,102,
1517,1,600,93,
1518,1,581,88,
1519,1,573,83,
1520,1,565,80,
1521,0,0,0,
1522,1,542,72,edit
1523,1,526,66,
1524,1,516,66,
1525,1,510,61,
1526,1,491,65,
1527,1,475,63,
1528,1,460,70,
1529,0,0,0,
1530,1,443,81,
1531,1,431,85,
1532,1,420,95,
1533,1,410,101,
1534,1,401,110,
1535,1,391,123,
1536,1,378,136,
1537,0,0,0,
1538,1,361,153,
1539,1,356,168,
1540,1,351,176,
1541,1,350,187,
1542,1,387,185,
1543,1,392,177,
1544,1,411,173,
1545,1,416,161,
1546,1,433,146,
1547,1,443,140,
1548,1,455,136,
1549,0,0,0,
1550,1,473,128,
1551,1,493,126,
1552,1,501,125,
1553,1,516,123,
1554,1,525,125,
1555,0,0,0,
1556,1,543,128,
1557,1,551,130,
1558,1,566,136,
1559,1,578,145,
1560,1,591,150,
1561,1,601,153,
1562,1,616,166,
1563,1,623,175,
1564,1,636,188,
1565,1,646,193,
1566,1,656,205,
1567,1,673,221,
1568,1,678,231,
1569,1,690,248,
1570,1,701,258,
1571,1,711,275,
1572,1,721,286,
1573,1,723,281,ok
1574,1,726,271,
1575,1,728,243,
1576,1,728,218,
1577,1,726,193,
1578,1,725,168,
1579,1,721,150,
1580,1,721,128,
1581,1,720,113,ok
1582,1,718,98,
1583,1,716,83,
1584,1,716,66,
1585,0,0,0,
1586,1,715,41,
1587,1,713,31,
1588,1,710,15,
1589,0,0,0,
1590,1,713,8,
1591,0,0,0,
1592,0,0,0,
1593,0,0,0,
1594,0,0,0,
1595,0,0,0,
1596,0,0,0,
1597,0,0,0,
1598,0,0,0,
1599,0,0,0,
1600,0,0,0,
1601,0,0,0,
1602,0,0,0,
1603,0,0,0,
1604,0,0,0,
1605,0,0,0,
1606,0,0,0,
1607,0,0,0,
1608,0,0,0,
1609,1,715,8,
1610,1,720,11,
1611,1,720,20,
1612,1,720,35,
1613,1,721,45,
1614,1,721,58,
1615,1,721,70,
1616,1,723,86,
1617,1,723,108,
1618,1,725,123,ok
1619,1,726,140,
1620,1,728,165,
1621,1,728,181,
1622,1,730,198,
1623,1,733,218,
1624,1,731,241,
1625,1,735,256,
1626,1,733,273,
1627,0,0,0,
1628,0,0,0,
1629,0,0,0,
1630,0,0,0,
1631,1,763,230,ok
1632,1,768,216,
1633,1,771,195,
1634,1,776,175,ok
1635,1,788,146,
1636,1,795,135,
1637,1,806,111,
1638,1,813,91,
1639,1,816,81,
1640,1,831,66,
1641,1,835,55,
1642,1,841,40,
1643,0,0,0,
1644,1,858,20,
1645,1,863,13,
1646,1,868,8,
1647,0,0,0,
1648,0,0,0,
1649,0,0,0,
1650,0,0,0,
1651,0,0,0,
1652,0,0,0,
1653,0,0,0,
1654,0,0,0,
1655,0,0,0,
1656,0,0,0,
1657,0,0,0,
1658,0,0,0,
1659,0,0,0,
1660,0,0,0,
1661,0,0,0,
1662,0,0,0,
1663,0,0,0,
1664,1,1015,6,
1665,1,1025,16,
1666,1,1033,21,
1667,1,1043,35,
1668,1,1050,45,
1669,1,1060,60,
1670,1,1068,73,
1671,1,1071,85,
1672,1,1078,100,
1673,1,1081,116,
1674,0,0,0,
1675,1,1080,148,
1676,0,0,0,
1677,1,965,157,
1678,1,974,156,edit
1679,1,965,140,
1680,1,965,128,
1681,1,965,111,
1682,1,961,98,
1683,1,961,86,
1684,1,961,73,
1685,0,0,0,
1686,1,958,58,
1687,1,960,48,
1688,1,956,45,
1689,1,956,41,
1690,1,955,38,
1691,1,955,36,
1692,1,953,35,
1693,1,953,31,
1694,1,952,27,ok
1695,1,950,30,
1696,1,950,31,
1697,1,948,35,ok
1698,1,948,36,
1699,1,946,41,
1700,1,946,46,
1701,1,948,55,
1702,1,948,60,
1703,1,948,68,
1704,1,948,75,
1705,1,946,83,
1706,1,946,93,
1707,1,948,103,
1708,1,946,115,
1709,1,945,126,
1710,1,950,145,
1711,1,948,161,
1712,1,946,173,
1713,1,948,190,
1714,1,948,201,
1715,1,945,218,
1716,1,945,233,ok
1717,1,941,246,
1718,0,0,0,
1719,0,0,0,
1720,0,0,0,
1721,1,918,166,
1722,0,0,0,
1723,1,901,126,
1724,1,898,113,
1725,1,891,95,
1726,1,885,75,
1727,1,881,60,
1728,1,870,45,
1729,1,863,33,
1730,1,861,16,
1731,0,0,0,
1732,1,843,1,edit
1733,0,0,0,
1734,0,0,0,
1735,0,0,0,
1736,0,0,0,
1737,0,0,0,
1738,0,0,0,
1739,0,0,0,
1740,0,0,0,
1741,0,0,0,
1742,0,0,0,
1743,0,0,0,
1744,0,0,0,
1745,0,0,0,
1746,0,0,0,
1747,0,0,0,
1748,0,0,0,
1749,0,0,0,
1750,0,0,0,
1751,0,0,0,
1752,0,0,0,
1753,0,0,0,
1754,0,0,0,
1755,1,696,8,
1756,1,690,16,
1757,1,686,28,
1758,1,686,40,
1759,1,678,55,ok
1760,1,673,68,
1761,1,670,83,
1762,1,668,96,
1763,1,660,120,ok
1764,1,656,136,ok
1765,1,651,151,
1766,1,648,170,
1767,1,643,193,
1768,1,643,208,
1769,0,0,0,
1770,1,641,201,ok
1771,1,643,191,
1772,0,0,0,
1773,1,648,163,
1774,1,651,150,
1775,1,655,140,
1776,1,658,128,
1777,1,660,121,ok
1778,1,661,115,
1779,1,663,111,
1780,1,670,98,
1781,1,671,93,
1782,1,675,88,
1783,1,678,86,
1784,1,681,83,
1785,1,683,81,
1786,1,688,81,
1787,1,695,81,ok
1788,1,698,81,
1789,1,700,83,
1790,1,703,86,
1791,1,708,90,
1792,1,711,98,
1793,0,0,0,
1794,1,716,108,
1795,1,721,115,
1796,1,725,125,
1797,1,731,133,
1798,1,735,143,
1799,1,738,155,
