Frame,Visibility,X,Y
7308,1,753,128
7309,1,750,140
7310,1,748,150
7311,1,748,161
7312,1,748,171
7313,1,748,180
7314,1,743,193
7315,1,743,203
7316,1,740,213
7317,1,740,225
7318,1,740,235
7319,1,738,248
7320,0,0,0
7321,1,736,281
7322,1,735,288
7323,0,0,0
7324,1,733,280
7325,1,731,268
7326,1,730,255
7327,1,726,241
7328,1,726,230
7329,1,726,218
7330,1,723,205
7331,1,721,193
7332,1,720,180
7333,1,720,173
7334,1,716,166
7335,1,717,155
7336,1,715,151
7337,1,715,138
7338,1,713,126
7339,1,713,116
7340,1,711,110
7341,1,711,100
7342,1,710,95
7343,1,708,88
7344,1,710,83
7345,0,0,0
7346,0,0,0
7347,1,703,61
7348,1,703,56
7349,0,0,0
7350,0,0,0
7351,0,0,0
7352,0,0,0
7353,0,0,0
7354,0,0,0
7355,1,702,325
7356,0,0,0
7357,1,692,335
7358,1,687,335
7359,1,686,346
7360,1,685,357
7361,1,684,368
7362,1,683,379
7363,1,682,390
7364,1,680,365
7365,1,678,364
7366,1,676,364
7367,1,674,363
7368,1,672,363
7369,1,669,362
7370,1,667,362
7371,1,665,361
7372,1,663,361
7373,1,661,360
7374,1,659,344
7375,1,657,329
7376,0,0,0
7377,1,653,298
7378,1,651,281
7379,1,648,271
7380,1,755,370
7381,1,757,367
7382,1,657,230
7383,1,657,227
7384,0,0,0
7385,0,0,0
7386,0,0,0
7387,0,0,0
7388,0,0,0
7389,0,0,0
7390,1,658,55
7391,1,656,61
7392,1,656,68
7393,1,655,75
7394,1,651,81
7395,1,646,91
7396,1,648,96
7397,1,648,101
7398,1,646,110
7399,1,646,115
7400,1,646,121
7401,1,646,126
7402,1,645,140
7403,1,643,150
7404,1,643,163
7405,1,641,168
7406,1,635,180
7407,1,630,188
7408,1,621,193
7409,1,616,198
7410,0,0,0
7411,1,606,218
7412,1,600,225
7413,1,595,233
7414,1,591,241
7415,1,583,246
7416,1,581,255
7417,1,576,261
7418,1,575,271
7419,1,571,278
7420,1,566,285
7421,1,563,290
7422,1,563,296
7423,1,560,308
7424,1,556,313
7425,1,555,321
7426,1,555,325
7427,1,553,335
7428,1,553,340
7429,1,548,353
7430,1,546,356
7431,1,545,356
7432,1,543,350
7433,1,546,336
7434,1,548,326
7435,1,548,313
7436,1,548,306
7437,1,548,300
7438,1,550,288
7439,1,550,280
7440,1,550,272
7441,1,547,267
7442,1,551,253
7443,1,551,243
7444,1,555,233
7445,1,555,228
7446,1,556,220
7447,1,556,215
7448,1,556,205
7449,1,556,198
7450,1,556,191
7451,1,556,181
7452,1,556,175
7453,1,556,170
7454,1,556,168
7455,1,573,193
7456,1,571,186
7457,1,571,178
7458,1,570,165
7459,1,570,155
7460,1,568,150
7461,1,568,141
7462,1,568,135
7463,1,566,126
7464,1,566,121
7465,1,566,115
7466,1,566,111
7467,1,565,101
7468,1,565,101
7469,1,565,100
7470,1,561,95
7471,1,561,90
7472,1,561,86
7473,1,563,81
7474,1,563,80
7475,1,563,75
7476,1,565,71
7477,1,565,66
7478,1,563,61
7479,1,565,58
7480,1,563,55
7481,1,563,50
7482,1,563,46
7483,1,563,43
7484,1,563,41
7485,1,561,41
7486,1,561,40
7487,1,561,36
7488,1,561,31
7489,1,561,30
7490,1,561,28
7491,1,563,16
7492,0,0,0
7493,0,0,0
7494,0,0,0
7495,0,0,0
7496,0,0,0
7497,0,0,0
7498,0,0,0
7499,1,566,10
7500,1,560,7
7501,0,0,0
7502,0,0,0
7503,0,0,0
7504,0,0,0
7505,0,0,0
7506,1,828,378
7507,1,825,375
7508,1,823,372
7509,1,821,368
7510,1,818,366
7511,1,815,365
7512,1,811,363
7513,1,808,361
7514,1,806,363
7515,1,567,0
7516,1,795,355
7517,1,795,352
7518,1,792,355
7519,1,792,355
7520,1,792,355
7521,1,792,355
7522,1,792,355
7523,1,792,357
7524,1,681,181
7525,1,570,5
7526,1,570,5
7527,1,568,10
7528,1,566,15
7529,1,565,18
7530,1,566,28
7531,1,566,31
7532,1,566,33
7533,1,566,36
7534,1,566,38
7535,1,566,43
7536,1,566,45
7537,1,566,48
7538,1,566,50
7539,1,570,56
7540,1,570,58
7541,1,568,61
7542,1,570,66
7543,1,568,71
7544,1,568,75
7545,1,568,83
7546,1,568,88
7547,1,570,93
7548,1,571,96
7549,1,571,101
7550,1,570,108
7551,1,571,113
7552,1,571,120
7553,1,571,126
7554,1,571,135
7555,1,573,138
7556,1,573,148
7557,1,575,155
7558,1,573,161
7559,1,573,168
7560,1,571,176
7561,1,573,181
7562,1,571,193
7563,1,573,201
7564,1,571,206
7565,1,573,216
7566,1,573,225
7567,1,573,235
7568,1,571,243
7569,1,573,253
7570,1,573,260
7571,1,573,273
7572,1,575,286
7573,1,575,295
7574,1,576,306
7575,1,573,321
7576,1,573,330
7577,1,576,341
7578,1,575,350
7579,1,575,365
7580,1,573,376
7581,1,573,391
7582,1,573,396
7583,1,573,410
7584,1,575,420
7585,1,575,421
7586,1,575,418
7587,1,575,408
7588,1,571,401
7589,1,573,390
7590,1,575,385
7591,1,573,375
7592,1,576,366
7593,1,575,356
7594,1,575,350
7595,1,576,340
7596,1,576,333
7597,1,576,325
7598,1,575,316
7599,1,576,311
7600,1,575,305
7601,1,575,298
7602,1,575,295
7603,1,575,288
7604,1,575,283
7605,1,576,278
7606,1,576,273
7607,1,576,270
7608,1,576,261
7609,1,576,256
7610,1,576,251
7611,1,576,246
7612,1,576,243
7613,1,576,235
7614,1,578,233
7615,0,0,0
7616,0,0,0
7617,1,576,226
7618,1,578,225
7619,1,578,226
7620,1,578,240
7621,1,578,254
7622,1,578,268
7623,1,578,282
7624,0,0,0
7625,0,0,0
7626,0,0,0
7627,0,0,0
7628,0,0,0
7629,0,0,0
7630,0,0,0
7631,0,0,0
7632,0,0,0
7633,0,0,0
7634,0,0,0
7635,0,0,0
7636,0,0,0
7637,0,0,0
7638,0,0,0
7639,0,0,0
7640,0,0,0
7641,0,0,0
7642,0,0,0
7643,0,0,0
7644,0,0,0
7645,0,0,0
7646,0,0,0
7647,0,0,0
7648,0,0,0
7649,0,0,0
7650,0,0,0
7651,1,580,670
7652,1,603,573
7653,1,612,586
7654,1,620,598
7655,1,618,600
7656,1,623,557
7657,1,628,514
7658,1,633,471
7659,1,638,427
7660,0,0,0
7661,0,0,0
7662,1,653,298
7663,0,0,0
7664,0,0,0
7665,0,0,0
7666,0,0,0
7667,0,0,0
7668,0,0,0
7669,0,0,0
7670,1,678,153
7671,1,681,135
7672,1,681,116
7673,1,686,98
7674,1,685,88
7675,0,0,0
7676,0,0,0
7677,1,685,60
7678,0,0,0
7679,1,688,48
7680,1,688,65
7681,1,693,79
7682,1,698,94
7683,1,702,108
7684,1,707,123
7685,1,712,137
7686,1,717,152
7687,1,722,166
7688,1,726,180
7689,1,731,195
7690,0,0,0
7691,0,0,0
7692,0,0,0
7693,0,0,0
7694,1,755,267
7695,1,740,35
7696,0,0,0
7697,0,0,0
7698,0,0,0
7699,1,760,300
7700,1,721,61
7701,0,0,0
7702,0,0,0
7703,0,0,0
7704,1,730,101
7705,1,730,111
7706,0,0,0
7707,0,0,0
7708,1,730,140
7709,1,735,132
7710,1,740,125
7711,1,738,118
7712,1,741,116
7713,1,743,115
7714,0,0,0
7715,1,746,118
7716,0,0,0
7717,0,0,0
7718,0,0,0
7719,1,753,123
7720,1,755,123
7721,1,755,126
7722,1,747,142
7723,1,750,142
7724,1,750,142
7725,1,753,150
7726,1,756,151
7727,1,756,161
7728,1,758,163
7729,1,758,166
7730,1,760,170
7731,1,761,175
7732,1,761,178
7733,1,761,188
7734,1,763,191
7735,1,763,196
7736,1,765,201
7737,1,765,206
7738,1,766,213
7739,1,766,218
7740,1,766,220
7741,1,766,225
7742,1,770,230
7743,1,770,233
7744,1,770,237
7745,1,773,241
7746,1,775,243
7747,1,775,250
7748,1,775,255
7749,1,776,260
7750,1,778,263
7751,1,778,270
7752,1,780,275
7753,1,780,283
7754,1,781,286
7755,1,778,290
7756,1,778,293
7757,1,780,298
7758,1,781,303
7759,1,781,310
7760,1,781,315
7761,1,781,326
7762,0,0,0
7763,0,0,0
7764,1,781,333
7765,1,780,326
7766,1,778,313
7767,1,778,308
7768,1,778,305
7769,0,0,0
7770,1,775,281
7771,1,771,278
7772,1,770,270
7773,1,766,261
7774,1,766,255
7775,1,763,248
7776,1,761,241
7777,1,760,233
7778,1,755,226
7779,1,755,220
7780,1,751,215
7781,1,748,205
7782,1,746,201
7783,1,743,195
7784,1,740,191
7785,1,738,188
7786,1,738,183
7787,1,735,180
7788,1,733,171
7789,1,728,165
7790,1,726,161
7791,1,725,155
7792,1,723,150
7793,1,721,146
7794,1,716,143
7795,1,715,138
7796,1,711,135
7797,1,710,130
7798,1,706,128
7799,1,705,125
7800,1,703,123
7801,1,701,121
7802,1,700,121
7803,1,698,116
7804,1,696,113
7805,1,690,111
7806,1,688,111
7807,1,688,110
7808,1,685,110
7809,1,685,108
7810,1,681,108
7811,1,678,108
7812,1,676,106
7813,1,675,108
7814,1,673,108
7815,1,667,102
7816,1,665,102
7817,1,660,105
7818,1,660,102
7819,1,657,105
7820,1,655,106
7821,1,653,108
7822,1,650,106
7823,1,645,106
7824,1,645,108
7825,1,643,108
7826,1,636,108
7827,1,635,110
7828,1,633,111
7829,1,630,111
7830,1,628,115
7831,1,626,116
7832,1,625,120
7833,1,623,120
7834,1,620,121
7835,1,618,123
7836,1,616,126
7837,0,0,0
7838,0,0,0
7839,1,610,138
7840,1,606,141
7841,1,605,146
7842,1,603,150
7843,1,600,153
7844,1,596,160
7845,1,593,163
7846,1,591,168
7847,1,590,171
7848,1,588,176
7849,1,582,182
7850,1,580,188
7851,1,580,191
7852,1,578,198
7853,1,575,205
7854,1,573,208
7855,1,571,216
7856,1,570,221
7857,1,568,228
7858,1,565,233
7859,1,565,236
7860,1,560,253
7861,1,556,260
7862,1,555,261
7863,1,551,270
7864,1,550,275
7865,1,550,281
7866,1,548,288
7867,1,545,298
7868,1,545,301
7869,1,546,301
7870,1,543,296
7871,1,543,286
7872,1,543,280
7873,1,543,275
7874,1,545,271
7875,1,551,256
7876,1,553,248
7877,1,555,241
7878,1,556,235
7879,1,556,226
7880,1,561,218
7881,1,563,208
7882,1,565,203
7883,1,565,198
7884,1,568,193
7885,1,568,188
7886,1,571,181
7887,1,571,178
7888,1,573,173
7889,1,575,168
7890,1,575,166
7891,1,576,161
7892,1,581,155
7893,1,580,151
7894,1,581,146
7895,1,583,141
7896,1,583,138
7897,0,0,0
7898,1,585,130
7899,1,588,125
7900,1,588,123
7901,1,590,121
7902,1,591,118
7903,1,593,116
7904,1,595,116
7905,1,598,113
7906,1,596,111
7907,1,600,110
7908,1,600,108
7909,1,601,108
7910,1,601,106
7911,0,0,0
7912,0,0,0
7913,0,0,0
7914,0,0,0
7915,0,0,0
7916,0,0,0
7917,0,0,0
7918,1,612,110
7919,1,605,108
7920,1,625,110
7921,1,625,108
7922,1,625,108
7923,1,625,106
7924,1,626,106
7925,1,626,106
7926,1,628,106
7927,1,628,110
7928,1,631,110
7929,1,630,113
7930,1,631,116
7931,1,631,118
7932,1,633,121
7933,1,633,123
7934,1,633,121
7935,1,640,128
7936,1,640,135
7937,1,640,138
7938,1,641,143
7939,1,643,146
7940,1,645,148
7941,1,648,153
7942,1,648,155
7943,1,650,163
7944,1,653,168
7945,1,655,173
7946,1,656,178
7947,1,658,181
7948,1,658,188
7949,1,660,193
7950,1,660,198
7951,1,661,205
7952,1,662,212
7953,1,665,220
7954,1,666,226
7955,1,668,231
7956,1,670,235
7957,1,671,245
7958,1,675,251
7959,1,681,255
7960,1,685,255
7961,1,688,250
7962,1,700,236
7963,1,703,235
7964,1,706,231
7965,1,718,233
7966,1,725,233
7967,1,733,233
7968,1,741,233
7969,1,750,231
7970,1,760,233
7971,1,775,235
7972,1,780,236
7973,1,790,241
7974,1,803,246
7975,1,811,248
7976,1,828,256
7977,1,840,261
7978,1,856,270
7979,1,873,276
7980,1,881,281
7981,1,902,295
7982,1,920,306
7983,1,946,326
7984,1,963,331
7985,0,0,0
7986,1,1025,380
7987,0,0,0
7988,1,967,300
7989,1,955,272
7990,1,940,245
7991,0,0,0
7992,0,0,0
7993,1,908,176
7994,1,895,163
7995,1,883,145
7996,1,871,128
7997,1,868,106
7998,1,858,93
7999,1,845,75
8000,0,0,0
8001,1,818,46
8002,1,811,35
8003,1,806,18
8004,1,790,16
8005,1,783,8
8006,1,959,224
8007,1,1135,440
8008,0,0,0
8009,0,0,0
8010,0,0,0
8011,0,0,0
8012,0,0,0
8013,0,0,0
8014,0,0,0
8015,0,0,0
8016,0,0,0
8017,0,0,0
8018,0,0,0
8019,0,0,0
8020,0,0,0
8021,0,0,0
8022,0,0,0
8023,0,0,0
8024,0,0,0
8025,0,0,0
8026,0,0,0
8027,0,0,0
8028,0,0,0
8029,0,0,0
8030,0,0,0
8031,0,0,0
8032,0,0,0
8033,0,0,0
8034,0,0,0
8035,0,0,0
8036,0,0,0
8037,0,0,0
8038,0,0,0
8039,0,0,0
8040,0,0,0
8041,0,0,0
8042,0,0,0
8043,1,495,391
8044,1,493,390
8045,1,492,389
8046,1,490,388
8047,1,488,388
8048,1,486,387
8049,1,485,386
8050,1,483,385
8051,1,735,351
8052,1,475,393
8053,1,475,402
8054,1,475,410
8055,1,466,392
8056,1,457,373
8057,1,449,355
8058,1,440,337
8059,1,431,319
8060,1,422,300
8061,1,413,282
8062,1,404,264
8063,1,396,246
8064,0,0,0
8065,0,0,0
8066,0,0,0
8067,0,0,0
8068,0,0,0
8069,0,0,0
8070,0,0,0
8071,0,0,0
8072,0,0,0
8073,0,0,0
8074,0,0,0
8075,0,0,0
8076,1,281,8
8077,1,281,13
8078,1,278,20
8079,1,275,30
8080,1,270,36
8081,1,263,48
8082,1,261,56
8083,1,258,63
8084,1,255,71
8085,1,248,81
8086,1,246,91
8087,1,245,100
8088,1,236,111
8089,1,233,123
8090,1,226,135
8091,1,223,143
8092,1,218,153
8093,1,215,166
8094,1,210,176
8095,1,206,188
8096,1,203,198
8097,1,201,208
8098,1,196,223
8099,1,195,233
8100,1,188,241
8101,1,186,255
8102,1,181,268
8103,1,180,278
8104,1,175,290
8105,1,170,301
8106,1,166,315
8107,1,160,321
8108,1,153,328
8109,1,148,335
8110,1,141,340
8111,1,140,350
8112,1,136,355
8113,1,130,365
8114,1,126,370
8115,1,121,378
8116,1,116,390
8117,1,113,396
8118,1,110,406
8119,1,103,418
8120,1,100,430
8121,1,95,445
8122,1,90,453
8123,1,81,455
8124,1,75,443
8125,1,68,431
8126,1,65,423
8127,1,56,420
8128,1,46,415
8129,1,40,410
8130,1,35,403
8131,1,27,395
8132,1,18,391
8133,1,13,386
8134,0,0,0
8135,1,10,377
8136,1,1057,400
8137,1,1061,391
8138,1,1058,388
8139,1,1058,381
8140,1,1055,376
8141,0,0,0
8142,0,0,0
8143,0,0,0
8144,0,0,0
8145,1,486,348
8146,1,372,342
8147,1,258,336
8148,1,144,331
8149,1,30,325
8150,1,30,325
8151,0,0,0
8152,0,0,0
8153,1,37,325
8154,0,0,0
8155,0,0,0
8156,1,61,321
8157,1,60,321
8158,1,61,321
8159,1,60,323
8160,1,71,323
8161,1,71,325
8162,1,71,325
8163,1,73,330
8164,1,75,331
8165,0,0,0
8166,1,75,338
8167,0,0,0
8168,0,0,0
8169,1,75,351
8170,1,71,353
8171,1,71,361
8172,1,70,366
8173,1,70,370
8174,1,70,375
8175,0,0,0
8176,0,0,0
8177,1,121,378
8178,1,123,381
8179,1,126,386
8180,1,128,393
8181,1,135,401
8182,1,136,408
8183,1,140,416
8184,1,143,421
8185,1,148,431
8186,1,151,441
8187,1,155,448
8188,1,156,455
8189,1,163,461
8190,0,0,0
8191,1,1232,495
8192,1,1115,459
8193,1,998,422
8194,1,881,386
8195,1,764,350
8196,1,646,314
8197,1,529,278
8198,1,412,241
8199,1,295,205
8200,1,295,210
8201,1,290,220
8202,1,290,225
8203,1,290,230
8204,1,287,232
8205,1,293,233
8206,1,286,241
8207,1,283,246
8208,1,283,251
8209,1,280,256
8210,1,278,261
8211,1,276,268
8212,1,273,275
8213,1,271,283
8214,1,273,285
8215,1,271,286
8216,1,270,286
8217,1,268,294
8218,1,265,303
8219,1,265,306
8220,1,264,307
8221,1,262,309
8222,1,261,310
8223,1,261,305
8224,1,263,298
8225,1,266,292
8226,1,268,286
8227,1,270,280
8228,1,268,275
8229,1,270,270
8230,1,270,261
8231,1,270,258
8232,1,270,256
8233,1,270,253
8234,1,270,251
8235,1,275,245
8236,1,278,235
8237,1,280,231
8238,1,280,223
8239,1,281,216
8240,1,283,215
8241,1,283,206
8242,1,285,200
8243,1,286,196
8244,1,288,191
8245,1,288,190
8246,1,290,183
8247,1,290,181
8248,1,290,180
8249,1,291,178
8250,1,295,171
8251,1,295,166
8252,1,296,163
8253,1,300,153
8254,1,300,153
8255,1,301,150
8256,1,301,145
8257,1,301,140
8258,1,303,136
8259,1,305,130
8260,1,306,128
8261,1,306,125
8262,1,308,123
8263,1,308,120
8264,1,310,120
8265,1,306,125
8266,1,308,120
8267,1,311,113
8268,1,313,108
8269,1,311,103
8270,1,313,100
8271,1,315,95
8272,1,316,90
8273,1,316,88
8274,1,320,83
8275,1,321,83
8276,1,321,81
8277,1,321,81
8278,1,323,81
8279,1,323,83
8280,1,323,71
8281,1,323,70
8282,1,325,70
8283,1,326,65
8284,1,326,63
8285,1,326,60
8286,1,328,58
8287,1,328,56
8288,1,330,55
8289,1,331,55
8290,1,330,48
8291,1,335,48
8292,1,330,46
8293,1,335,46
8294,1,333,46
8295,1,333,46
8296,1,336,48
8297,1,336,41
8298,1,338,40
8299,0,0,0
8300,0,0,0
8301,1,340,36
8302,0,0,0
8303,0,0,0
8304,0,0,0
8305,0,0,0
8306,0,0,0
8307,0,0,0
8308,0,0,0
8309,0,0,0
8310,1,350,32
8311,1,350,32
8312,1,350,32
8313,1,352,32
8314,1,355,35
8315,1,357,32
8316,1,357,27
8317,1,357,27
8318,1,357,30
8319,0,0,0
8320,1,360,30
8321,1,360,32
8322,1,362,35
8323,1,367,35
8324,1,370,35
8325,1,365,33
8326,1,365,30
8327,1,365,32
8328,0,0,0
8329,0,0,0
8330,1,367,35
8331,1,367,35
8332,1,378,38
8333,1,383,36
8334,1,383,43
8335,1,383,40
8336,1,383,45
8337,1,383,40
8338,1,381,46
8339,1,380,42
8340,1,378,48
8341,1,381,46
8342,1,383,46
8343,1,386,50
8344,1,386,50
8345,1,386,51
8346,1,391,53
8347,1,391,55
8348,1,393,56
8349,1,393,56
8350,1,393,60
8351,1,393,60
8352,1,395,61
8353,1,393,65
8354,1,395,65
8355,1,395,70
8356,1,396,73
8357,1,400,75
8358,1,401,76
8359,1,401,80
8360,0,0,0
8361,1,403,83
8362,1,405,88
8363,1,406,91
8364,1,408,95
8365,1,410,98
8366,1,410,100
8367,1,410,101
8368,1,413,108
8369,1,413,111
8370,1,410,115
8371,1,411,116
8372,1,413,120
8373,1,415,121
8374,1,416,123
8375,1,416,128
8376,1,418,133
8377,1,420,135
8378,1,421,140
8379,1,421,143
8380,1,421,146
8381,1,421,150
8382,1,423,153
8383,1,425,165
8384,1,426,165
8385,1,423,168
8386,1,426,170
8387,0,0,0
8388,1,428,178
8389,1,428,180
8390,1,431,188
8391,1,431,190
8392,1,433,193
8393,1,435,198
8394,1,435,203
8395,1,436,208
8396,1,438,215
8397,1,440,220
8398,1,440,225
8399,1,441,230
8400,1,445,230
8401,1,445,230
8402,1,445,230
8403,1,455,228
8404,1,458,230
8405,1,460,226
8406,1,470,225
8407,1,471,223
8408,1,473,221
8409,1,476,218
8410,1,482,215
8411,1,485,215
8412,1,490,213
8413,1,500,213
8414,1,508,211
8415,1,501,210
8416,1,510,215
8417,1,515,210
8418,0,0,0
8419,1,526,210
8420,1,536,210
8421,1,543,210
8422,1,550,210
8423,1,545,212
8424,1,565,215
8425,1,568,215
8426,1,573,216
8427,1,580,216
8428,1,588,220
8429,1,593,223
8430,1,601,223
8431,1,608,228
8432,1,618,231
8433,1,625,233
8434,1,631,235
8435,1,641,241
8436,1,648,241
8437,1,658,245
8438,1,671,250
8439,1,680,255
8440,1,686,258
8441,1,700,263
8442,1,711,270
8443,1,723,278
8444,1,736,285
8445,0,0,0
8446,0,0,0
8447,1,756,296
8448,1,778,306
8449,1,788,311
8450,1,810,320
8451,0,0,0
8452,1,893,438
8453,1,898,436
8454,0,0,0
8455,0,0,0
8456,0,0,0
8457,1,937,415
8458,1,930,400
8459,1,877,337
8460,1,841,305
8461,1,862,322
8462,1,842,275
8463,1,831,251
8464,1,820,233
8465,1,813,225
8466,0,0,0
8467,0,0,0
8468,1,783,175
8469,0,0,0
8470,0,0,0
8471,0,0,0
8472,0,0,0
8473,0,0,0
8474,1,735,86
8475,1,736,91
8476,1,728,81
8477,1,725,65
8478,0,0,0
8479,0,0,0
8480,0,0,0
8481,1,680,15
8482,1,675,10
8483,1,662,5
8484,1,790,148
8485,1,919,292
8486,1,1047,435
8487,1,90,447
8488,0,0,0
8489,1,997,440
8490,1,1032,455
8491,1,1067,470
8492,1,1065,467
8493,1,1067,467
8494,1,1067,475
8495,1,1067,475
8496,1,972,282
8497,1,970,285
8498,1,972,285
8499,1,972,285
8500,1,838,337
8501,1,704,388
8502,1,570,440
8503,1,435,492
8504,1,301,543
8505,1,167,595
8506,1,1005,282
8507,1,812,366
8508,1,618,451
8509,1,425,536
8510,1,232,620
8511,1,230,620
8512,1,232,620
8513,1,237,620
8514,1,248,619
8515,1,258,618
8516,1,269,617
8517,1,279,616
8518,1,290,616
8519,1,300,615
8520,1,311,614
8521,1,321,613
8522,1,332,612
8523,0,0,0
8524,1,1080,275
8525,1,1080,275
8526,1,1080,272
8527,1,1080,275
8528,1,1082,275
8529,1,1085,277
8530,1,1090,277
8531,1,1090,277
8532,1,1125,381
8533,1,1160,485
8534,1,1167,487
8535,1,1180,485
8536,1,1187,485
8537,0,0,0
8538,1,742,413
8539,1,520,377
8540,1,1220,500
8541,1,990,442
8542,1,1228,513
8543,1,1004,535
8544,1,779,556
8545,1,554,578
8546,1,330,600
8547,1,330,595
8548,1,330,595
8549,1,332,602
8550,1,227,465
8551,1,227,465
8552,1,1067,442
8553,0,0,0
8554,1,1006,450
8555,1,976,454
8556,1,946,458
8557,1,916,462
8558,1,885,466
8559,1,855,470
8560,1,825,474
8561,1,794,478
8562,0,0,0
8563,0,0,0
8564,0,0,0
8565,0,0,0
8566,0,0,0
8567,0,0,0
8568,0,0,0
8569,0,0,0
8570,0,0,0
8571,0,0,0
8572,0,0,0
8573,0,0,0
8574,0,0,0
8575,0,0,0
8576,0,0,0
8577,1,310,542
8578,1,359,550
8579,1,407,558
8580,1,456,565
8581,1,504,573
8582,1,553,581
8583,1,602,589
8584,1,650,596
8585,1,699,604
8586,1,748,612
8587,0,0,0
8588,0,0,0
8589,0,0,0
8590,0,0,0
8591,0,0,0
8592,0,0,0
8593,0,0,0
8594,0,0,0
8595,1,1185,682
8596,1,1182,682
8597,1,1182,682
8598,1,1182,682
8599,1,1182,682
8600,1,1182,682
8601,1,1182,682
8602,1,1180,680
8603,1,1180,680
8604,0,0,0
8605,0,0,0
8606,0,0,0
8607,0,0,0
8608,0,0,0
8609,0,0,0
8610,0,0,0
8611,0,0,0
8612,0,0,0
8613,0,0,0
8614,0,0,0
8615,0,0,0
8616,0,0,0
8617,0,0,0
8618,0,0,0
8619,0,0,0
8620,0,0,0
8621,0,0,0
8622,0,0,0
8623,0,0,0
8624,0,0,0
8625,0,0,0
8626,0,0,0
8627,0,0,0
8628,0,0,0
8629,0,0,0
8630,0,0,0
8631,0,0,0
8632,0,0,0
8633,0,0,0
8634,0,0,0
8635,0,0,0
8636,0,0,0
8637,0,0,0
8638,0,0,0
8639,0,0,0
8640,0,0,0
8641,0,0,0
8642,0,0,0
8643,0,0,0
8644,1,1136,490
8645,0,0,0
8646,0,0,0
8647,1,1130,486
8648,1,662,424
8649,1,195,362
8650,1,195,362
8651,1,197,362
8652,1,197,360
8653,1,197,360
8654,1,197,360
8655,0,0,0
8656,1,197,360
8657,1,195,362
8658,1,227,363
8659,1,259,364
8660,1,291,366
8661,1,322,367
8662,1,354,368
8663,1,386,369
8664,1,418,370
8665,1,450,371
8666,1,482,372
8667,0,0,0
8668,0,0,0
8669,0,0,0
8670,0,0,0
8671,0,0,0
8672,0,0,0
8673,0,0,0
8674,0,0,0
8675,0,0,0
8676,0,0,0
8677,0,0,0
8678,0,0,0
8679,0,0,0
8680,0,0,0
8681,1,960,390
8682,1,1007,250
8683,1,996,253
8684,1,985,255
8685,1,974,258
8686,1,963,260
8687,1,952,263
8688,1,941,266
8689,1,930,268
8690,1,919,271
8691,1,908,274
8692,0,0,0
8693,0,0,0
8694,0,0,0
8695,0,0,0
8696,0,0,0
8697,0,0,0
8698,0,0,0
8699,0,0,0
8700,0,0,0
8701,0,0,0
8702,0,0,0
8703,0,0,0
8704,0,0,0
8705,0,0,0
8706,0,0,0
8707,0,0,0
8708,0,0,0
8709,0,0,0
8710,0,0,0
8711,0,0,0
8712,0,0,0
8713,0,0,0
8714,0,0,0
8715,0,0,0
8716,0,0,0
8717,0,0,0
8718,0,0,0
8719,0,0,0
8720,0,0,0
8721,0,0,0
8722,0,0,0
8723,0,0,0
8724,1,547,360
8725,1,547,357
8726,1,547,360
8727,1,547,360
8728,1,547,360
8729,1,545,360
8730,1,550,360
8731,1,550,362
8732,1,550,360
8733,1,550,360
8734,0,0,0
8735,1,550,360
8736,1,550,360
8737,1,550,360
8738,0,0,0
8739,1,554,362
8740,1,555,364
8741,1,557,365
8742,1,557,365
8743,1,557,367
8744,1,557,365
8745,1,557,367
8746,1,557,367
8747,1,555,367
8748,1,293,246
8749,1,31,126
8750,1,38,143
8751,0,0,0
8752,1,118,118
8753,0,0,0
8754,0,0,0
8755,1,191,110
8756,1,218,113
8757,1,230,116
8758,1,255,113
8759,1,280,116
8760,1,283,111
8761,1,301,113
8762,0,0,0
8763,1,335,116
8764,1,350,121
8765,1,355,122
8766,1,367,122
8767,1,380,121
8768,1,382,125
8769,1,403,125
8770,1,406,128
8771,1,410,130
8772,1,420,137
8773,1,427,140
8774,1,431,141
8775,1,436,145
8776,1,443,145
8777,1,450,148
8778,1,455,150
8779,1,458,151
8780,1,463,156
8781,1,470,161
8782,1,473,165
8783,1,481,170
8784,1,485,175
8785,1,486,178
8786,1,491,183
8787,1,495,190
8788,1,498,196
8789,1,501,200
8790,1,505,205
8791,1,508,206
8792,1,510,215
8793,1,511,216
8794,1,513,220
8795,1,516,225
8796,1,520,230
8797,1,521,235
8798,1,523,241
8799,1,526,245
8800,1,528,251
8801,1,530,258
8802,1,530,263
8803,1,531,268
8804,1,535,273
8805,1,536,275
8806,1,536,281
8807,1,538,288
8808,1,540,290
8809,1,540,296
8810,1,543,300
8811,1,545,306
8812,1,548,311
8813,1,548,313
8814,1,550,323
8815,1,551,326
8816,1,551,325
8817,1,553,311
8818,1,553,310
8819,1,553,303
8820,1,553,295
8821,1,555,290
8822,1,556,278
8823,1,555,268
8824,1,556,258
8825,1,556,248
8826,1,556,241
8827,1,556,231
8828,1,556,226
8829,1,556,220
8830,1,557,212
8831,1,556,205
8832,1,556,200
8833,1,556,193
8834,1,556,191
8835,0,0,0
8836,1,560,178
8837,1,560,171
8838,1,560,163
8839,1,561,155
8840,1,561,151
8841,1,563,146
8842,1,563,140
8843,1,561,136
8844,1,563,128
8845,1,563,123
8846,1,563,121
8847,1,561,118
8848,1,561,115
8849,1,561,113
8850,1,563,110
8851,1,563,108
8852,1,563,101
8853,1,565,100
8854,1,565,96
8855,1,565,93
